learner_id,date,kpi_value
L002903,3/13/2025,59.16
L002044,6/21/2025,65.52
L001866,4/22/2025,49.19
L000632,12/28/2025,68.38
L000186,11/20/2025,67.31
L002811,3/6/2025,68.72
L001461,3/2/2025,52.52
L002093,9/29/2025,65.12
L001046,12/22/2025,55.9
L002894,1/9/2026,86.02
L001839,1/24/2026,84.83
L001160,1/20/2026,71.87
L002894,5/30/2025,49.36
L000743,6/10/2025,68
L000016,12/28/2025,71.23
L002998,1/21/2025,64.26
L002142,1/12/2025,59.28
L002433,8/21/2025,78.94
L000817,6/20/2025,65.61
L001909,5/7/2025,56.68
L001015,8/31/2025,69.16
L002102,9/17/2025,58.2
L000381,2/26/2025,61.07
L002961,10/9/2025,55.09
L000496,5/19/2025,67.82
L001431,4/24/2025,63.33
L002276,1/7/2025,53.35
L000805,5/21/2025,70.43
L002326,4/17/2025,65.87
L001072,9/19/2025,81.71
L001076,1/31/2025,51.55
L001787,6/23/2025,50.49
L002704,5/25/2025,60.15
L001292,3/2/2025,66.22
L000030,2/1/2026,75.49
L002545,11/30/2025,69.42
L002389,8/22/2025,75.62
L001371,4/23/2025,57.86
L001075,5/3/2025,58.17
L000243,12/14/2025,84.8
L001295,11/29/2025,82.03
L002834,3/31/2025,66.95
L001606,7/17/2025,68.27
L002646,3/8/2025,49.29
L000984,8/12/2025,86.03
L000872,1/12/2025,55.21
L001651,5/30/2025,67.97
L000384,4/25/2025,65.64
L001974,8/10/2025,63.26
L001445,9/28/2025,56.27
L000961,8/27/2025,69.39
L002059,1/16/2025,53.86
L002099,11/28/2025,60.73
L002801,5/22/2025,59.11
L001296,6/5/2025,51.48
L002181,11/25/2025,55.77
L001626,8/13/2025,85.69
L000463,8/27/2025,82.85
L000607,1/31/2025,60.64
L002499,12/23/2025,76.87
L002320,1/4/2026,
L001249,12/2/2025,63.56
L000839,2/1/2026,68.84
L000115,9/24/2025,90.44
L002250,7/23/2025,53.91
L002405,5/29/2025,67.11
L001405,7/8/2025,62.18
L002211,7/27/2025,71.38
L002276,8/27/2025,64.77
L002312,8/28/2025,68.37
L000144,10/21/2025,85.81
L002301,1/10/2025,62.31
L000755,4/1/2025,52.25
L000094,10/3/2025,64.8
L002494,1/7/2026,90.5
L000650,11/12/2025,71.68
L002691,7/1/2025,53.47
L001407,7/9/2025,65.64
L001414,6/21/2025,55.96
L001121,1/17/2025,65.37
L001374,6/9/2025,80.61
L001409,5/28/2025,60.73
L001293,5/26/2025,57.95
L001096,11/14/2025,54.02
L001234,2/27/2025,53.53
L002496,9/24/2025,90.73
L002814,10/21/2025,76.74
L001688,6/17/2025,66.67
L002665,7/20/2025,62.66
L000670,1/13/2026,89.21
L001598,1/18/2026,82.57
L001269,8/31/2025,58.71
L001824,6/21/2025,91.62
L002574,9/20/2025,66.61
L001968,8/1/2025,52.34
L000824,1/19/2026,86.91
L000344,4/3/2025,58.72
L001601,9/12/2025,89.03
L000926,1/29/2025,59.65
L001157,1/4/2025,65.44
L000872,9/13/2025,52.29
L001313,3/9/2025,60.53
L001421,8/2/2025,77.6
L000274,3/30/2025,67.96
L000139,2/5/2025,56.78
L001101,12/3/2025,83.96
L001208,9/11/2025,48.88
L001653,8/24/2025,75.26
L002100,3/21/2025,62.04
L000758,12/9/2025,76.98
L002309,2/7/2025,61.05
L000622,1/22/2026,85.27
L000569,3/10/2025,53.98
L000307,12/19/2025,75.91
L002225,8/2/2025,50.37
L001177,7/24/2025,82.48
L002006,3/20/2025,51.71
L001548,5/8/2025,51.73
L002741,10/19/2025,70.75
L001178,4/17/2025,57.23
L000553,12/2/2025,85.46
L000678,1/20/2025,71.39
L001117,10/8/2025,77.19
L001123,5/30/2025,58.36
L002724,6/6/2025,64.48
L002768,1/4/2026,89.95
L001649,1/2/2025,61.1
L001470,9/5/2025,65.68
L001557,10/10/2025,54.47
L001951,7/14/2025,78.36
L001109,1/2/2026,49.88
L002449,7/13/2025,54.56
L000128,5/28/2025,57.41
L000979,12/14/2025,59.56
L000835,8/26/2025,71.04
L002016,10/9/2025,78.6
L002567,3/20/2025,71.05
L001887,5/12/2025,
L002881,12/2/2025,84.47
L002102,8/3/2025,63.78
L000753,9/12/2025,64.82
L001520,7/1/2025,81.83
L002684,7/16/2025,56.13
L000609,10/5/2025,84.63
L001048,2/21/2025,65.48
L001917,4/15/2025,54.48
L002457,5/14/2025,53.52
L000190,3/9/2025,67.52
L002871,7/20/2025,60.4
L001245,7/18/2025,71.96
L001106,11/10/2025,73.48
L002405,7/24/2025,68.19
L000248,11/9/2025,65.39
L000200,12/30/2025,81.97
L001695,8/27/2025,66.69
L002498,1/2/2026,72.57
L002662,4/3/2025,54.29
L001543,3/28/2025,59.78
L001070,7/10/2025,76.42
L001629,11/30/2025,74
L002776,6/26/2025,78.56
L002687,1/18/2026,62.07
L000737,8/26/2025,70.16
L000079,10/8/2025,86.52
L001699,6/2/2025,65.33
L000973,1/20/2026,51.76
L001187,7/20/2025,71.36
L002894,9/7/2025,84.12
L002097,4/22/2025,50.29
L001483,6/19/2025,78.89
L001240,4/2/2025,62.9
L001000,5/18/2025,54.51
L002732,4/12/2025,62.6
L002212,1/25/2026,72.05
L001506,3/13/2025,51.02
L002288,12/15/2025,83.07
L002133,4/28/2025,64.16
L001401,3/27/2025,51.3
L000848,9/10/2025,80.03
L001035,7/9/2025,62.81
L001494,8/6/2025,76.53
L000684,9/5/2025,71.31
L001526,3/18/2025,49.16
L001450,3/8/2025,65.9
L002975,7/12/2025,66.52
L001745,6/8/2025,55.87
L002703,11/19/2025,
L000981,8/11/2025,68.27
L000705,12/24/2025,69.85
L001802,12/4/2025,88.71
L002739,1/13/2025,61.82
L001568,11/12/2025,75.07
L002493,10/16/2025,64.86
L000262,10/8/2025,70.24
L002473,12/31/2025,58.7
L002902,6/11/2025,68.73
L000167,8/30/2025,77.49
L001317,2/11/2025,60.4
L001938,5/16/2025,58.92
L002530,8/3/2025,49.61
L000941,9/26/2025,69.6
L001843,2/6/2025,71.87
L001602,12/5/2025,68.04
L001803,5/14/2025,59.58
L001824,11/24/2025,83
L002757,1/24/2025,67.12
L000753,10/18/2025,81.91
L002837,11/5/2025,89.1
L001338,1/29/2026,74.3
L002368,1/28/2026,79.14
L001389,3/12/2025,57.42
L002734,10/13/2025,70.5
L000422,1/31/2025,58.86
L001109,5/25/2025,53.26
L000894,7/10/2025,69.62
L002146,1/21/2025,63.59
L000738,3/17/2025,66.08
L001537,12/9/2025,58.65
L001086,7/11/2025,69.18
L001307,1/29/2026,82.63
L000420,7/7/2025,83.9
L000885,3/23/2025,54.04
L001948,11/9/2025,60.71
L002360,4/5/2025,56.76
L001005,5/9/2025,60.2
L002375,5/6/2025,64.21
L002710,8/31/2025,55.67
L000371,9/29/2025,64.28
L000444,1/16/2026,66.95
L000233,1/28/2026,86.57
L001479,6/16/2025,58.45
L001824,2/1/2025,61.64
L001125,12/5/2025,66.12
L001790,10/19/2025,75.65
L001860,12/19/2025,77.21
L002453,7/28/2025,64.23
L002386,9/14/2025,53.12
L000667,1/17/2025,57.48
L001373,1/17/2026,77.87
L000037,7/21/2025,91.42
L002380,11/5/2025,65.08
L002605,12/1/2025,84.37
L002744,6/18/2025,52.68
L002726,10/2/2025,68.48
L000625,5/1/2025,70.39
L000035,1/1/2026,75.16
L000245,7/21/2025,54.91
L000202,11/2/2025,57.44
L002859,5/29/2025,68.17
L002009,5/26/2025,62
L000611,1/22/2026,68.46
L001798,5/16/2025,53.05
L000378,7/4/2025,75.44
L002306,1/14/2026,70.01
L000571,3/28/2025,55.5
L000219,1/11/2026,73.9
L001827,8/26/2025,68.97
L000361,5/12/2025,52.34
L002666,10/6/2025,82.46
L002406,7/26/2025,87.85
L002415,10/29/2025,68.85
L002663,8/17/2025,91.19
L000382,11/9/2025,89.77
L001433,5/1/2025,70.25
L000645,7/26/2025,74.92
L000784,1/10/2026,89.78
L000897,6/18/2025,75.84
L001644,10/21/2025,90.6
L001388,5/29/2025,62.13
L001905,2/21/2025,59.08
L001513,10/2/2025,80.13
L000855,9/15/2025,60.6
L000025,10/21/2025,76.11
L002976,1/13/2025,52.16
L001771,1/7/2026,62.14
L001480,4/3/2025,66.78
L000123,1/6/2025,64.2
L000928,5/3/2025,70.21
L000726,11/5/2025,75.7
L001273,5/12/2025,60.44
L001706,8/29/2025,73.69
L002078,8/12/2025,69.11
L002906,7/18/2025,51.65
L000208,4/24/2025,54.19
L002213,1/15/2026,87.35
L000480,6/23/2025,64.37
L001888,7/16/2025,82.83
L001398,3/10/2025,67.64
L002566,1/21/2026,71.11
L000220,4/17/2025,66.03
L001280,7/29/2025,73.78
L000584,6/1/2025,64.96
L001444,1/13/2026,84.62
L002680,5/17/2025,54.08
L002647,5/30/2025,64.02
L000719,11/7/2025,62.74
L000755,5/17/2025,55.82
L001672,2/12/2025,53.3
L002339,12/7/2025,77.81
L002909,1/16/2026,81.07
L001130,1/30/2025,63.66
L000191,9/18/2025,75.92
L001893,7/14/2025,86.28
L001104,1/22/2026,52.26
L000960,5/30/2025,54.86
L000149,6/29/2025,90.01
L000852,2/15/2025,56.81
L000126,4/14/2025,61.6
L002731,1/20/2026,56.65
L001137,6/26/2025,54.27
L002801,9/30/2025,69.17
L002905,4/18/2025,66.54
L000110,8/4/2025,56.99
L002319,4/2/2025,58.53
L002308,8/29/2025,87.58
L001085,5/19/2025,51.37
L002809,1/20/2026,86.22
L000744,5/22/2025,66.83
L000326,7/1/2025,66.2
L001643,4/17/2025,49.25
L000253,6/6/2025,58.98
L000739,11/4/2025,86.73
L001135,4/18/2025,50.86
L000701,8/16/2025,58.97
L001681,9/5/2025,68.31
L000899,1/21/2025,52.53
L000607,11/19/2025,70.68
L002830,2/22/2025,60.67
L000955,7/29/2025,72.72
L002083,8/20/2025,78.22
L000236,2/28/2025,56.48
L000895,9/22/2025,
L000519,11/28/2025,71.4
L002180,8/23/2025,74.78
L001689,11/27/2025,77.28
L002619,10/3/2025,70.65
L000511,7/26/2025,66.22
L000498,12/14/2025,75.86
L002253,6/12/2025,49.88
L000530,10/28/2025,85.72
L002017,11/6/2025,79.6
L001718,12/12/2025,72.21
L000801,10/8/2025,87.37
L002753,12/8/2025,70.11
L002985,4/24/2025,52.18
L002526,1/1/2026,66.85
L002021,7/30/2025,69.29
L001291,2/12/2025,60.66
L000803,8/7/2025,86.99
L002427,7/16/2025,53.67
L001653,8/27/2025,76.3
L001091,2/1/2025,60.61
L000809,6/6/2025,61.61
L000585,1/14/2026,88.85
L000233,1/16/2025,55.4
L001033,2/11/2025,63.87
L000329,8/27/2025,69.45
L000951,6/23/2025,54.52
L002841,2/1/2026,49.1
L001543,8/24/2025,89.26
L002352,5/4/2025,51.35
L000732,5/15/2025,64.15
L001766,9/12/2025,52.31
L000271,1/27/2026,64.58
L002970,9/30/2025,56.78
L001462,7/3/2025,54.87
L000102,1/14/2025,52.52
L000115,2/21/2025,60.39
L000105,10/28/2025,77.38
L001953,10/31/2025,90.09
L001323,10/22/2025,84.9
L000934,1/1/2026,85.21
L002170,7/3/2025,68.98
L000470,8/21/2025,74.62
L001549,5/25/2025,53.7
L000379,7/2/2025,63.65
L002205,12/19/2025,75.25
L000181,11/16/2025,76.49
L001670,5/24/2025,68.8
L002414,1/21/2025,66.98
L000889,8/12/2025,57.1
L000909,4/6/2025,59.8
L001812,5/20/2025,65.22
L000785,5/12/2025,67.51
L002642,5/13/2025,68.67
L000442,1/11/2025,70.08
L001290,4/27/2025,53.09
L001833,5/17/2025,65.22
L001770,1/23/2026,84.44
L001575,8/12/2025,64.01
L001583,10/12/2025,78.32
L000043,4/11/2025,63.68
L002532,11/14/2025,83.35
L000673,10/26/2025,73
L001244,1/14/2026,61.66
L001086,1/11/2025,58.3
L002740,12/10/2025,76.13
L000821,6/15/2025,53.3
L001276,4/2/2025,60.45
L000979,4/13/2025,62.15
L002700,1/5/2026,72.26
L000021,10/28/2025,63.12
L002388,10/6/2025,67.17
L002806,9/4/2025,90.38
L002944,8/31/2025,57.17
L001683,5/28/2025,53.62
L001658,2/20/2025,61.4
L001266,10/15/2025,85.34
L002764,11/29/2025,80.53
L000342,11/23/2025,77.28
L001243,1/22/2026,72.46
L000546,7/10/2025,57.57
L001105,11/18/2025,74.48
L002911,11/19/2025,69.8
L002696,2/21/2025,54.82
L000169,2/4/2025,64.9
L002537,4/16/2025,54.04
L000538,4/5/2025,66.38
L001982,1/12/2026,77.15
L001999,1/2/2025,64.65
L002612,7/16/2025,72.27
L001570,12/20/2025,87.38
L001024,4/3/2025,49.07
L000242,12/18/2025,93.64
L002021,3/3/2025,66.16
L001323,2/3/2025,51.09
L002435,9/12/2025,81.8
L001598,2/8/2025,59.65
L001280,8/7/2025,82.36
L001184,2/24/2025,52.13
L001248,11/8/2025,66.86
L000393,10/4/2025,64.8
L002133,12/13/2025,72.78
L002487,9/18/2025,59.38
L000958,1/13/2026,76.45
L002197,1/6/2026,65.08
L002467,10/23/2025,89.44
L002131,11/24/2025,70.01
L001526,8/17/2025,86.66
L001218,11/7/2025,69.29
L000759,8/29/2025,62.17
L001844,10/9/2025,61.61
L002169,7/7/2025,66.28
L001218,8/22/2025,57.52
L001216,9/18/2025,48.58
L001666,7/26/2025,66.67
L001753,4/24/2025,61.43
L000199,10/6/2025,62.56
L002875,3/29/2025,49.4
L000095,1/26/2026,90.59
L000596,10/6/2025,70.15
L002977,1/2/2025,55.2
L002920,3/2/2025,60.48
L002227,8/14/2025,54.15
L001218,12/23/2025,60.73
L000531,9/26/2025,75.23
L002452,5/23/2025,66.37
L002093,12/21/2025,52.23
L000430,1/3/2025,61.84
L000179,4/22/2025,57.12
L001558,6/23/2025,61.03
L002958,11/5/2025,74.25
L000446,6/12/2025,69.64
L002083,1/11/2026,82.3
L002327,5/2/2025,66.06
L000830,12/5/2025,54.7
L002464,12/20/2025,77.47
L002855,8/1/2025,61.47
L001331,1/5/2026,65.77
L001563,1/9/2025,52.9
L000457,1/1/2026,57.32
L000261,3/26/2025,56.75
L001636,11/13/2025,87.7
L000632,2/7/2025,52.15
L001227,5/19/2025,50.42
L002941,6/21/2025,69.07
L001995,11/17/2025,72.29
L002356,1/24/2025,66.07
L002981,11/10/2025,66.07
L001054,10/2/2025,68.51
L000091,12/28/2025,76.54
L001530,1/25/2026,72.15
L001479,6/20/2025,73.72
L000552,4/1/2025,56.73
L002599,1/15/2025,66.19
L001316,1/4/2026,79.52
L000307,4/8/2025,65.07
L001042,1/17/2025,61.34
L002791,12/29/2025,71.32
L002425,8/8/2025,79.47
L000283,4/21/2025,66.92
L002511,10/12/2025,62.56
L002396,1/31/2026,68.96
L002205,6/26/2025,72.27
L001224,3/12/2025,54.01
L001674,12/30/2025,52.57
L002546,10/19/2025,53.83
L001585,9/27/2025,86.04
L002821,8/11/2025,59.45
L000571,1/3/2026,87.68
L000510,1/10/2026,71.93
L001630,3/8/2025,60.46
L002587,9/12/2025,93.01
L000831,10/26/2025,85.52
L000645,11/9/2025,71.5
L002525,10/16/2025,82.67
L001622,3/4/2025,57.77
L002256,4/21/2025,52.07
L002038,1/13/2026,75.14
L001699,10/20/2025,57.41
L002164,9/10/2025,52.2
L000167,6/11/2025,81.24
L001992,5/4/2025,54.93
L002337,3/30/2025,57.49
L000517,11/1/2025,85.78
L000049,3/5/2025,62.23
L001910,9/15/2025,63.23
L000807,2/23/2025,49.64
L000588,6/25/2025,84.62
L001818,1/25/2025,67.64
L000388,5/14/2025,59.73
L002127,6/12/2025,66.16
L000648,10/9/2025,88.31
L002465,5/16/2025,68.71
L000973,10/3/2025,61.02
L002238,4/16/2025,67.93
L001648,3/15/2025,70.1
L002436,7/14/2025,61.89
L001960,7/10/2025,79.46
L002543,4/19/2025,64.34
L001534,7/4/2025,59.84
L000502,6/29/2025,81.17
L002284,4/5/2025,58.47
L001487,1/31/2025,51.47
L001440,4/5/2025,61.34
L000008,1/6/2026,96.17
L001579,4/19/2025,56.15
L002606,1/31/2025,66.46
L002679,9/18/2025,73.81
L000758,1/13/2025,63.06
L000703,8/10/2025,76.07
L002951,6/11/2025,64.09
L001367,4/2/2025,62.57
L002684,10/16/2025,70.55
L000854,7/8/2025,81.88
L002686,11/30/2025,75.09
L002276,9/17/2025,60.41
L000235,2/4/2025,51.91
L002618,6/3/2025,60.13
L002852,5/26/2025,54.57
L000872,8/4/2025,58.18
L001668,12/28/2025,82.25
L000937,5/20/2025,67.61
L002371,4/5/2025,64.7
L001510,8/26/2025,92.46
L001664,2/7/2025,66.02
L000774,12/25/2025,89.55
L000452,1/6/2026,78.51
L000996,6/1/2025,62.77
L000773,12/27/2025,55.06
L000710,4/8/2025,60.71
L001393,5/14/2025,60.58
L000182,1/21/2026,65.49
L000009,3/31/2025,59.26
L000506,2/16/2025,64.73
L002612,2/13/2025,50.95
L001066,3/30/2025,58.1
L001965,5/1/2025,58.43
L000732,1/30/2025,65.11
L002288,1/7/2025,69.15
L000360,1/8/2025,52.62
L000474,10/29/2025,55.72
L000141,7/13/2025,52.56
L000245,11/30/2025,60.29
L002564,10/12/2025,68.5
L002777,1/9/2026,78.8
L001524,7/5/2025,56.02
L000960,11/3/2025,86.1
L000325,12/2/2025,87.72
L001899,8/23/2025,91.74
L000956,2/8/2025,58.07
L001326,2/18/2025,52.56
L001665,4/12/2025,60.83
L001192,9/11/2025,68.51
L001748,2/3/2025,50.79
L000257,2/28/2025,59.9
L000073,4/5/2025,65.95
L002652,11/10/2025,64.68
L002166,7/12/2025,53.75
L002644,6/23/2025,65.24
L001184,2/15/2025,58.44
L001693,11/30/2025,65.99
L000075,12/10/2025,86.12
L001055,6/26/2025,61.21
L000071,11/13/2025,83.62
L002343,11/1/2025,60.45
L001364,6/29/2025,50.32
L000474,11/14/2025,68.55
L001961,8/7/2025,61.36
L001793,3/21/2025,54.36
L002197,7/1/2025,59.76
L000193,1/7/2025,66.78
L000617,1/13/2026,78.41
L000055,10/20/2025,90.54
L001214,1/15/2025,64.29
L000578,1/3/2025,62.85
L000471,10/20/2025,85.99
L000102,10/9/2025,50.05
L001015,6/1/2025,51.66
L001662,1/27/2025,55.27
L002088,10/24/2025,77.71
L000549,6/10/2025,60.07
L001619,3/30/2025,63.18
L002976,10/5/2025,80.11
L000984,10/15/2025,75.4
L002043,4/10/2025,52.9
L001412,10/11/2025,79.3
L000046,9/20/2025,87.34
L002622,1/15/2025,58.51
L000467,5/10/2025,61.4
L001323,1/18/2026,69.38
L002203,5/30/2025,67.03
L000885,1/30/2026,87.17
L001760,1/22/2025,55.93
L000251,8/9/2025,84.14
L000606,1/21/2026,91.53
L002735,9/28/2025,79.37
L002858,9/6/2025,55.08
L000513,1/6/2025,58.52
L002568,4/29/2025,57.91
L001799,7/19/2025,51.74
L001450,1/8/2026,73.12
L001680,3/22/2025,63.8
L001085,7/25/2025,78.51
L000457,3/3/2025,67.93
L002477,5/13/2025,70.52
L000355,6/7/2025,54.34
L000893,1/23/2026,78.07
L002987,3/11/2025,56.87
L000343,10/17/2025,87.16
L000565,9/24/2025,68.7
L000760,4/24/2025,55.08
L000157,11/9/2025,87.35
L000678,12/19/2025,87.32
L000305,11/18/2025,88.51
L001631,1/15/2026,72.79
L002519,5/6/2025,51.87
L000034,5/10/2025,60.18
L001047,9/6/2025,75
L002353,4/9/2025,61.14
L000311,7/28/2025,67.75
L000619,8/12/2025,60.49
L000184,11/30/2025,83.76
L001957,10/23/2025,59.52
L001388,11/30/2025,53.67
L002133,8/29/2025,90.38
L000340,6/23/2025,67.05
L002751,3/9/2025,61.68
L000142,12/4/2025,59.82
L000012,11/16/2025,79.1
L000289,6/8/2025,67.19
L002415,7/5/2025,64.97
L002611,7/25/2025,81.88
L001381,5/25/2025,68.65
L001438,8/15/2025,71.2
L001849,7/1/2025,80.78
L001553,8/18/2025,72.84
L001707,2/1/2026,81.99
L001811,6/14/2025,66.02
L002182,9/14/2025,66.89
L002555,7/21/2025,62.13
L001125,3/2/2025,65.23
L001024,1/14/2025,61.59
L000011,7/7/2025,53.38
L002872,10/22/2025,92.72
L002974,7/21/2025,69.19
L002514,10/31/2025,72.54
L001374,7/14/2025,71.16
L001540,9/17/2025,68.01
L001015,4/11/2025,66.71
L001958,4/20/2025,63.56
L002648,2/7/2025,65.99
L001185,10/19/2025,80.37
L000307,9/14/2025,71.33
L000113,3/15/2025,61.48
L002549,4/2/2025,56.42
L001455,7/16/2025,59.23
L002347,8/4/2025,49.39
L000813,9/11/2025,69.38
L000613,3/15/2025,59.56
L000950,11/9/2025,69.87
L000534,1/31/2026,54.81
L000885,6/6/2025,56.56
L000126,7/9/2025,70.29
L000183,10/28/2025,79.1
L002566,3/15/2025,55.98
L000127,5/26/2025,53.54
L002510,1/3/2025,51.08
L001834,4/24/2025,64.33
L001733,5/13/2025,56.3
L000763,6/17/2025,61.81
L001734,7/13/2025,72.84
L000773,3/18/2025,67.63
L001121,5/18/2025,53.09
L001130,3/13/2025,53.89
L001044,9/4/2025,82.72
L002070,11/28/2025,71.9
L000371,3/11/2025,62.44
L000366,7/17/2025,75.95
L002981,3/4/2025,54.81
L002055,12/2/2025,71.04
L001138,10/10/2025,52.09
L002445,11/13/2025,77.3
L000837,9/7/2025,84.74
L001514,10/27/2025,84.4
L002237,5/30/2025,56.59
L000871,9/9/2025,82.37
L000142,7/24/2025,55.9
L001504,10/23/2025,72.08
L002167,9/24/2025,59.14
L000469,5/17/2025,54.09
L001761,1/18/2025,60.55
L000341,11/17/2025,69.61
L002151,7/19/2025,50.7
L001571,5/29/2025,68.67
L001066,12/1/2025,87.67
L001428,2/25/2025,50.22
L002692,1/12/2025,63.94
L002316,5/26/2025,56.83
L000150,3/11/2025,55.98
L000882,9/11/2025,80.46
L002345,7/19/2025,90.6
L002851,2/17/2025,59.52
L002237,9/4/2025,83.2
L000852,8/23/2025,79.95
L000324,11/25/2025,79.26
L002242,4/18/2025,65.43
L001977,8/9/2025,71.74
L002944,6/18/2025,58.63
L001280,10/5/2025,84.21
L000383,8/11/2025,55.47
L002145,3/23/2025,56.23
L002529,5/14/2025,69.49
L001495,5/12/2025,63.02
L000395,1/12/2025,50.02
L002447,9/12/2025,79.45
L000046,12/27/2025,83.09
L001020,12/2/2025,50.05
L002317,6/24/2025,53.09
L001019,6/23/2025,52.96
L000038,12/1/2025,89.28
L000048,8/10/2025,82.07
L001654,11/19/2025,82.93
L002110,4/21/2025,58.55
L001174,12/19/2025,79.6
L002878,9/23/2025,78.58
L000725,6/17/2025,92.57
L001943,7/28/2025,70.08
L002818,9/28/2025,86.62
L000042,6/29/2025,52.2
L001003,9/4/2025,60.82
L001107,5/30/2025,68.32
L000138,1/18/2026,83.94
L002299,10/31/2025,69.73
L001568,10/2/2025,79.43
L002005,11/4/2025,85.1
L001227,9/7/2025,58.78
L001673,8/30/2025,73.85
L000073,3/2/2025,67.67
L001140,1/4/2025,53.48
L002632,7/18/2025,53.87
L001387,2/28/2025,69.98
L001904,3/10/2025,67.16
L002016,10/14/2025,80.14
L002618,11/27/2025,79.64
L000817,1/31/2026,64.74
L000767,5/5/2025,63.76
L000923,1/12/2025,67.39
L002096,5/31/2025,66.34
L000745,1/14/2026,52.97
L000545,1/16/2026,78.26
L002062,9/20/2025,78.32
L001414,5/1/2025,65.1
L002746,2/1/2026,93.09
L000294,1/29/2025,69.13
L000620,1/3/2026,84.9
L000981,4/16/2025,65.05
L000084,9/14/2025,66.13
L001833,8/29/2025,58.69
L002215,12/29/2025,88.03
L000132,7/5/2025,65.28
L001002,3/1/2025,66.89
L002735,1/15/2026,85.86
L000109,10/16/2025,76.87
L001683,12/22/2025,64.43
L002398,10/20/2025,79.18
L000147,8/31/2025,89.19
L000489,7/7/2025,81.04
L000635,9/18/2025,
L000828,6/24/2025,56.05
L001437,7/28/2025,56.45
L000964,12/14/2025,80.73
L000466,4/22/2025,60.41
L002789,6/18/2025,89.07
L001841,4/15/2025,63.14
L001598,4/18/2025,57.52
L000547,8/5/2025,81.25
L002737,1/23/2026,67.59
L002112,8/21/2025,79.13
L002571,4/1/2025,58.73
L002294,1/28/2026,72.06
L002112,4/27/2025,69.37
L000911,7/24/2025,67.11
L000942,9/7/2025,52.76
L001869,1/30/2025,68.97
L002295,11/11/2025,71
L000732,1/10/2026,75.95
L000712,8/12/2025,51.78
L000016,6/15/2025,53.18
L001908,5/22/2025,59.07
L001642,9/27/2025,56.55
L001244,7/24/2025,63.14
L000990,6/18/2025,53.01
L002656,1/9/2026,60.92
L000452,2/19/2025,69.22
L000958,4/5/2025,67.6
L000133,6/20/2025,64.46
L001349,1/7/2026,88.1
L000324,7/18/2025,79.51
L001879,3/1/2025,57.11
L001332,10/6/2025,57.47
L001571,8/14/2025,55.7
L002453,7/1/2025,65.19
L002332,1/3/2025,50.7
L000311,1/21/2026,76.86
L001143,11/29/2025,68.88
L001951,11/23/2025,87.94
L002372,12/1/2025,62.6
L001198,8/20/2025,66.08
L001159,2/9/2025,61.75
L001617,8/21/2025,55.71
L001131,12/29/2025,80.25
L002956,3/6/2025,50.86
L001036,6/18/2025,61.44
L001117,11/26/2025,85.62
L001710,9/2/2025,70.03
L000892,5/2/2025,67.52
L002050,2/1/2025,69.46
L002536,6/30/2025,78.8
L001131,8/28/2025,74.26
L002146,6/26/2025,70.34
L002029,4/30/2025,63.36
L000544,1/3/2026,74.66
L001118,8/30/2025,76.95
L001793,6/9/2025,88.35
L001545,4/17/2025,
L000745,1/23/2025,56.95
L002822,1/2/2025,58.51
L000151,5/13/2025,68.51
L002389,6/16/2025,62.51
L001069,1/29/2026,72.89
L001977,8/31/2025,75.32
L002942,5/8/2025,63.67
L000859,5/13/2025,62.51
L002444,12/26/2025,78.84
L001605,12/19/2025,81.68
L002614,10/29/2025,84.31
L002167,4/24/2025,54.72
L002345,10/5/2025,74.19
L002736,6/28/2025,68.18
L002431,7/18/2025,66.65
L000179,4/19/2025,58.2
L001908,7/19/2025,68.02
L001406,9/6/2025,86.89
L002789,1/19/2025,51.85
L002368,5/25/2025,58.64
L001307,4/4/2025,69.02
L002835,10/9/2025,52.85
L002975,6/11/2025,52.94
L000072,1/25/2026,80.23
L000969,7/21/2025,70.13
L002432,9/19/2025,92.27
L000519,1/19/2025,61.6
L002532,1/16/2026,82.42
L001629,8/3/2025,75.92
L001311,5/14/2025,63.29
L001934,6/14/2025,50.44
L001436,2/11/2025,52.56
L002628,7/14/2025,91.27
L000039,5/23/2025,65.96
L001973,12/20/2025,63.74
L000012,9/30/2025,68.33
L002498,11/24/2025,80.62
L000625,11/14/2025,70.13
L002809,11/18/2025,83.48
L001721,10/21/2025,81.78
L001237,5/11/2025,58.32
L000244,12/12/2025,72.85
L001732,12/7/2025,67.85
L000080,2/6/2025,52.67
L001491,10/11/2025,61.12
L002917,10/25/2025,78.3
L002914,12/1/2025,76.94
L002962,12/4/2025,75.39
L000031,12/21/2025,59.13
L000689,12/11/2025,65.62
L001954,7/7/2025,67.99
L001127,1/29/2026,82.77
L001014,1/12/2026,67.84
L002494,6/18/2025,68.98
L001072,5/10/2025,62.03
L002622,10/20/2025,87.01
L000724,1/27/2025,66.74
L002771,1/9/2026,79.02
L001094,1/4/2025,52.87
L001242,2/9/2025,58.41
L002328,11/10/2025,74.25
L000182,5/9/2025,65.26
L001927,12/17/2025,52.16
L001051,12/11/2025,89.38
L000453,1/19/2025,63.72
L001881,4/27/2025,59.13
L002087,11/17/2025,62.38
L000420,4/27/2025,59.85
L000104,9/10/2025,51.68
L000286,8/17/2025,78.51
L002160,8/11/2025,79.59
L000351,11/29/2025,82.09
L002733,10/21/2025,56.25
L000001,7/24/2025,56.87
L001078,11/10/2025,76.19
L000737,1/16/2026,66.2
L000713,2/13/2025,51.98
L000221,7/4/2025,86.47
