course_id,lift,p_value,avg_score,score_impact,insights,meaning,recommendation
M0179,0.1467,0.0,35.5,-0.1553,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0180,0.1514,0.0,35.6,-0.4347,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0181,0.1449,0.0,30.4,0.5132,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0182,0.0785,0.0,39.7,0.0167,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0183,0.1288,0.0,42.2,-0.0924,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0184,0.1598,0.0,45.9,-0.3356,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0185,0.1413,0.0,36.4,-0.0018,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0186,0.1121,0.0,28.8,-0.008,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0187,0.1477,0.0,33.6,0.1002,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0188,0.0918,0.0001,44.6,-0.4601,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0189,0.1311,0.0,34.4,-0.0003,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0190,0.0788,0.0002,44.5,0.4506,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0191,0.0759,0.0098,32.1,-0.2125,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0192,0.121,0.0,23.8,-0.068,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0193,0.1253,0.0,38.9,-0.1365,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0194,0.1166,0.0001,30.9,-0.5542,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0195,0.0877,0.0001,36.4,-0.3151,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0196,0.1309,0.0,36.3,-0.0656,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0197,0.137,0.0,44.0,-0.0273,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0198,0.1248,0.0,26.1,-0.3488,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0199,0.0975,0.0001,36.2,0.0788,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0200,0.1348,0.0,42.4,-0.1926,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0201,0.1085,0.0,28.3,-0.0064,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0202,0.0702,0.0002,22.2,0.2867,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0203,0.0889,0.0,29.9,0.0342,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0204,0.1278,0.0,25.8,0.4611,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0205,0.1291,0.0,38.4,0.0028,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0206,0.1425,0.0,47.5,0.1588,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0207,0.1103,0.0,43.6,0.5189,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0208,0.1111,0.0,35.7,-0.1663,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0209,0.1357,0.0,30.2,0.0658,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0210,0.1622,0.0,35.4,0.507,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0211,0.2017,0.0,36.4,0.5812,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0212,0.1326,0.0,37.7,-0.3216,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0213,0.0993,0.0,46.5,0.1541,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0214,0.0733,0.0033,41.9,-0.0067,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0215,0.1471,0.0,38.6,0.0754,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0216,0.0799,0.0,35.9,-0.2074,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0217,0.0659,0.0061,37.4,0.183,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0218,0.1771,0.0,37.8,0.4526,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0219,0.0444,0.0151,32.4,0.2326,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0220,0.055,0.0036,34.2,-0.0068,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0221,0.078,0.0002,35.3,-0.1612,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0222,0.0948,0.0,37.4,0.0624,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0223,0.1146,0.0,32.1,0.006,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0224,0.076,0.0,37.5,-0.0404,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0225,0.0919,0.0,34.3,0.2083,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0226,0.1319,0.0,29.3,0.3509,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0227,0.1271,0.0,47.0,-0.3181,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0228,0.069,0.0014,34.4,-0.6036,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0229,0.1392,0.0,29.8,-0.1839,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0230,0.1496,0.0,33.4,0.0851,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0231,0.1739,0.0,46.5,0.2699,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0232,0.1072,0.0,38.4,-0.5149,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0233,0.041,0.0871,35.6,-0.0529,Inconclusive Results (No Significant Change),No statistically significant change detected.,Collect more data; Re-evaluate in next quarter.
M0234,0.0696,0.0042,46.8,-0.0948,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0235,0.1207,0.0,36.7,-0.399,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0236,0.1349,0.0,44.9,-0.4708,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0237,0.1373,0.0,44.4,-0.2139,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0238,0.0722,0.0119,37.2,0.1051,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0239,0.1138,0.0,49.5,0.0551,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0240,0.1642,0.0,33.3,0.2886,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0241,0.1702,0.0,34.6,-0.6637,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0242,0.1617,0.0,39.8,-0.2175,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0243,0.1023,0.0001,41.0,-0.1496,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0244,0.1354,0.0,32.7,0.2103,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0245,0.0768,0.0008,42.5,-0.0558,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0246,0.0827,0.0,31.1,-0.3694,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0247,0.1194,0.0,24.9,0.0989,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0248,0.0872,0.0,37.6,0.1979,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0249,0.133,0.0,41.5,-0.1322,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0250,0.1105,0.0,37.4,0.135,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0251,0.1787,0.0,31.1,-0.2419,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0252,0.0611,0.0473,31.4,0.1983,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0253,0.162,0.0,33.3,-0.025,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0254,0.1485,0.0,33.7,-0.3568,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0255,0.1376,0.0,28.6,0.1781,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0256,0.081,0.0,34.2,0.0692,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0257,0.1233,0.0,41.7,-0.1778,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0258,0.1559,0.0,37.6,0.0664,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0259,0.1401,0.0,33.0,0.1717,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0260,0.1401,0.0,36.0,-0.3734,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0261,0.128,0.0,41.6,-0.0626,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0262,0.1289,0.0,30.1,-0.1844,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0263,0.1735,0.0,29.8,-0.0201,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0264,0.1051,0.0003,35.1,0.5254,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0265,0.1548,0.0,38.4,0.0327,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0266,0.2013,0.0,29.0,-0.0544,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0267,0.1,0.0,38.5,0.4512,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0268,0.0365,0.085,33.2,-0.2732,Inconclusive Results (No Significant Change),No statistically significant change detected.,Collect more data; Re-evaluate in next quarter.
M0269,0.134,0.0,31.7,0.0228,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0270,0.1053,0.0,38.1,-0.1173,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0271,0.1222,0.0,41.4,0.1943,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0272,0.1996,0.0,33.8,-0.1012,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0273,0.1496,0.0,45.3,0.035,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0274,0.1494,0.0,25.9,0.0417,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0275,0.1646,0.0,28.9,0.3199,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0276,0.1128,0.0,41.9,0.2545,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0277,0.0709,0.0013,33.0,-0.0159,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0278,0.102,0.0,25.4,-0.7062,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0279,0.1135,0.0,31.5,0.4439,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0280,0.1091,0.0,31.3,0.5769,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0281,0.1182,0.0,33.1,0.1599,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0282,0.137,0.0,44.2,0.162,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0283,0.1765,0.0,36.4,0.2863,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0284,0.1263,0.0,42.0,0.3977,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0285,0.0012,0.9635,26.3,-0.6066,Inconclusive Results (No Significant Change),No statistically significant change detected.,Collect more data; Re-evaluate in next quarter.
M0286,0.196,0.0,32.2,0.2641,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0287,0.1164,0.0,37.6,-0.2321,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0288,0.0838,0.0,25.9,0.1201,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0289,0.0914,0.0,36.1,-0.2546,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0290,0.1152,0.0,37.8,0.0742,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0291,0.1452,0.0,31.1,0.401,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0292,0.0934,0.0013,36.1,0.0365,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0293,0.1803,0.0,31.0,-0.084,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0294,0.0787,0.0002,35.8,0.385,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0295,0.1764,0.0,39.8,-0.2439,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0296,0.1648,0.0,38.2,-0.4401,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0297,0.128,0.0,29.3,-0.4391,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0298,0.14,0.0,30.0,0.5724,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0299,0.1627,0.0,33.4,-0.0953,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0300,0.117,0.0,38.1,0.2273,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0301,0.0686,0.0006,34.6,-0.105,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0302,0.1464,0.0,33.0,-0.4406,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0303,0.114,0.0,27.2,0.3842,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0304,0.1104,0.0,32.6,0.0432,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0305,0.131,0.0,19.7,-0.1553,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0306,0.0457,0.0208,38.7,-0.2556,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0307,0.1759,0.0,33.3,-0.189,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0308,0.1067,0.0,32.5,-0.0895,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0309,0.088,0.0004,47.6,-0.0472,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0310,0.0696,0.001,24.7,0.0609,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0311,0.1584,0.0,36.0,0.4089,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0312,0.0263,0.2338,24.9,-0.3427,Inconclusive Results (No Significant Change),No statistically significant change detected.,Collect more data; Re-evaluate in next quarter.
M0313,0.0146,0.4907,40.0,0.1509,Inconclusive Results (No Significant Change),No statistically significant change detected.,Collect more data; Re-evaluate in next quarter.
M0314,0.0776,0.0009,36.2,0.1404,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0315,0.1405,0.0,39.5,-0.1295,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0316,0.1343,0.0,36.2,-0.3815,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0317,0.1612,0.0,32.0,0.0852,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0318,0.1053,0.0,28.6,-0.1404,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0319,0.1581,0.0,25.1,-0.1025,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0320,0.1571,0.0,33.1,-0.1675,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0321,0.1358,0.0,41.8,-0.0213,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0322,0.0761,0.001,34.9,0.1832,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0323,0.1393,0.0,36.5,-0.1414,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0324,0.1496,0.0,43.5,-0.2147,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0325,0.0865,0.0,28.5,0.1017,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0326,0.1513,0.0,31.0,-0.2902,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0327,0.127,0.0,31.9,-0.5995,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0328,0.117,0.0,35.8,0.1494,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0329,0.1024,0.0014,38.4,-0.0056,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0330,0.164,0.0,21.6,0.435,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0331,0.1268,0.0,26.2,0.497,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0332,0.1663,0.0,35.9,0.2022,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0333,0.1452,0.0,27.2,-0.1865,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0334,0.0793,0.0001,38.9,-0.1231,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0335,0.1632,0.0,33.0,-0.5315,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0336,0.118,0.0,36.9,0.3323,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0337,0.1097,0.0,25.0,0.0121,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0338,0.0638,0.0188,37.2,-0.2052,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0339,0.1546,0.0,33.8,-0.2931,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0340,0.0758,0.0002,31.0,-0.2396,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0341,0.0682,0.002,25.2,0.0753,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0342,0.1269,0.0,34.3,-0.0671,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0343,0.1007,0.0,37.0,-0.357,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0344,0.1791,0.0,36.4,0.1908,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0345,0.1399,0.0,29.9,0.1526,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0346,0.1469,0.0,29.9,-0.0778,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0347,0.0584,0.0037,39.1,0.072,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0348,0.0494,0.0279,30.9,0.1439,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0349,0.0768,0.0007,31.6,-0.4701,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0350,0.1414,0.0,42.3,0.2384,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0351,0.0966,0.0,42.5,0.2329,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0352,0.098,0.0,38.7,0.1576,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0353,0.105,0.0,34.7,-0.424,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0354,0.089,0.0001,23.5,-0.7191,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0355,0.1481,0.0,39.7,0.4662,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
M0356,0.1198,0.0,37.9,-0.1794,Exam Mismatch,"Course is effective, BUT exam scores are misleading (Negative Correlation).",URGENT: Stop using current exam for evaluation; Replace with practical project.
M0357,0.0815,0.0,36.0,-0.0257,General Improvement,Performance improved for everyone regardless of exam score.,Keep as knowledge sharing; Simplify or remove the exam to save costs.
M0358,0.1942,0.0,35.9,0.9312,Ideal Success,High exam scores correlate with high job performance.,Scale to more teams; Use exam for promotion; Reward high scorers.
